"id","sessionId","timestamp","gyroX","gyroY","gyroZ","angularSpeed_rad_s","angularAccel_rad_s2","omegaAzimuth","omegaElevation","roll_deg","pitch_deg","dtS"
"SYNTH005","1739439509064","2025-02-13T09:38:29.621185","-0.21052","0.96836","-1.61402","1.89396","60.1076","149.037","6.382","-17.723","23.928","0.007852"
"SYNTH005","1739439509064","2025-02-13T09:38:29.657691","1.22113","1.37229","-0.39223","1.87835","136.128","105.951","-40.55","-11.548","-18.35","0.005001"
"SYNTH005","1739439509064","2025-02-13T09:38:29.671464","1.41803","-0.47281","-0.8844","1.73681","82.9688","-151.871","-54.731","-12.593","9.271","0.007605"
"SYNTH005","1739439509064","2025-02-13T09:38:29.678539","1.93694","0.86167","-0.45425","2.16808","60.9544","117.797","-63.302","-22.497","8.583","0.007075"
"SYNTH005","1739439509064","2025-02-13T09:38:29.693208","-1.32529","-1.09536","0.99088","1.98445","79.1985","-47.867","41.9","-18.419","21.982","0.007028"
"SYNTH005","1739439509064","2025-02-13T09:38:29.697412","0.57245","-1.12306","1.29673","1.80844","-41.8664","-40.895","-18.454","-21.505","6.974","0.004204"
"SYNTH005","1739439509064","2025-02-13T09:38:29.713766","1.27389","0.3187","-1.20364","1.78132","168.6394","165.169","-45.654","12.793","2.252","0.003738"
"SYNTH005","1739439509064","2025-02-13T09:38:29.719546","-0.38028","1.97167","0.79929","2.16123","65.7282","67.933","10.134","-12.375","10.138","0.00578"
"SYNTH005","1739439509064","2025-02-13T09:38:29.723106","-1.21665","-1.6335","-0.37277","2.07064","-25.4461","-102.855","35.985","-5.813","-7.786","0.00356"
"SYNTH005","1742493243371","2025-03-20T17:54:03.375887","-0.38781","0.58779","1.72219","1.8606","0.0","18.845","12.031","18.363","-3.03","0.004887"
"SYNTH005","1742493243371","2025-03-20T17:54:03.379604","-0.49319","-0.74066","-1.38746","1.64829","-57.1109","-151.906","17.411","8.412","16.55","0.003718"
"SYNTH005","1742493243371","2025-03-20T17:54:03.394074","1.5976","0.54473","1.66504","2.37095","110.0999","18.116","-42.363","21.939","1.673","0.007429"
"SYNTH005","1742493243371","2025-03-20T17:54:03.401918","-0.46076","-1.75205","1.18081","2.16247","-26.5789","-56.022","12.302","5.223","21.787","0.007844"
"SYNTH005","1742493243371","2025-03-20T17:54:03.404959","0.40841","-1.22631","1.53403","2.00596","-51.4568","-38.639","-11.748","-24.179","0.308","0.003042"
"SYNTH005","1742493243371","2025-03-20T17:54:03.411705","-0.87527","0.55969","-3.30846","3.46774","216.6984","170.398","14.62","6.524","6.897","0.006746"
"SYNTH005","1742493243371","2025-03-20T17:54:03.434866","0.51033","-0.34029","-1.77745","1.88031","126.8582","-169.162","-15.748","-12.205","-24.781","0.007174"
"SYNTH005","1742493243371","2025-03-20T17:54:03.438419","-1.62182","0.16273","-2.03645","2.60843","204.9517","175.431","38.445","7.285","13.893","0.003553"
"SYNTH005","1742493243371","2025-03-20T17:54:03.450034","1.85799","1.20294","0.37651","2.24521","221.8066","72.62","-55.846","-17.203","-5.484","0.005483"
"SYNTH005","1742493243371","2025-03-20T17:54:03.456019","0.53163","-1.25504","0.903","1.63499","-101.9605","-54.265","-18.975","6.7","8.235","0.005985"
"SYNTH005","1742493243371","2025-03-20T17:54:03.462315","-1.57211","0.02003","-1.0429","1.88668","39.976","178.9","56.436","-8.232","16.052","0.006296"
"SYNTH005","1742493243371","2025-03-20T17:54:03.488375","-1.63341","0.99637","0.25476","1.9302","226.5752","75.657","57.805","8.163","-16.668","0.006283"
"SYNTH005","1742493243371","2025-03-20T17:54:03.491838","1.45196","0.7101","0.23307","1.63301","-85.8227","71.829","-62.764","-16.027","23.673","0.003463"
"SYNTH005","1742493243371","2025-03-20T17:54:03.530136","0.13017","-1.76866","0.09154","1.77581","70.9537","-87.037","-4.204","-22.362","11.265","0.005077"
"SYNTH005","1742493243371","2025-03-20T17:54:03.537417","-2.00587","-1.87698","-0.71863","2.83954","417.3675","-110.95","44.943","-15.345","14.636","0.003835"
"SYNTH005","1742493243371","2025-03-20T17:54:03.542468","-0.13592","1.17511","-1.26249","1.7301","-219.6614","137.053","4.506","-1.602","11.075","0.005051"
"SYNTH005","1742493243371","2025-03-20T17:54:03.581834","-0.5095","-2.05626","0.65318","2.21685","176.9075","-72.377","13.287","-21.289","-10.349","0.005076"
"SYNTH005","1742493243371","2025-03-20T17:54:03.593410","-1.23231","-0.85286","0.9354","1.76662","240.5981","-42.357","44.231","-14.222","3.425","0.005637"
"SYNTH005","1742493243371","2025-03-20T17:54:03.609574","-0.14828","1.23214","1.12854","1.67742","167.4316","47.513","5.071","-19.537","-19.017","0.005707"
"SYNTH005","1742493243371","2025-03-20T17:54:03.615944","-0.71918","-1.73555","-1.05857","2.15637","75.187","-121.38","19.482","-19.378","-15.015","0.00637"
"SYNTH005","1742493243371","2025-03-20T17:54:03.619824","-0.51135","-0.17132","-2.02143","2.09213","-16.5568","-175.156","14.147","19.988","18.983","0.00388"
"SYNTH005","1742493243371","2025-03-20T17:54:03.622862","2.31404","-0.13459","1.34028","2.67754","192.7111","-5.735","-59.796","20.981","1.348","0.003038"
"SYNTH005","1742493243371","2025-03-20T17:54:03.630030","0.78078","1.51659","0.04829","1.70646","-135.4826","88.176","-27.229","-6.783","-18.806","0.007168"
"SYNTH005","1742493243371","2025-03-20T17:54:03.640045","0.47109","-1.58298","0.24722","1.66999","33.2305","-81.123","-16.385","-16.295","-0.732","0.006601"
"SYNTH005","1742493243371","2025-03-20T17:54:03.654882","0.53785","-1.27687","0.86506","1.6334","64.4882","-55.883","-19.225","-17.463","11.173","0.007389"
"SYNTH005","1742493243371","2025-03-20T17:54:03.665884","-1.94303","-0.53339","-1.42647","2.46875","236.204","-159.498","51.911","-4.52","-21.445","0.005498"
"SYNTH005","1742493243371","2025-03-20T17:54:03.686939","0.56448","1.58073","0.9525","1.92993","409.0393","58.928","-17.007","-16.574","-8.74","0.003873"
"SYNTH005","1742493243371","2025-03-20T17:54:03.722022","1.5692","0.20088","-0.98396","1.86304","274.7277","168.462","-57.382","-12.49","-2.141","0.005672"
"SYNTH005","1742493243371","2025-03-20T17:54:03.755424","1.47901","0.49938","0.70054","1.71103","74.9024","35.483","-59.814","-23.918","-16.824","0.006575"
"SYNTH005","1742493243371","2025-03-20T17:54:03.770483","1.57946","-1.43997","-0.01181","2.13737","141.5717","-90.47","-47.644","2.883","24.235","0.005341"
"SYNTH005","1742493243371","2025-03-20T17:54:03.777869","-0.55852","1.76294","0.07413","1.85078","-38.8025","87.592","17.564","-22.66","-10.946","0.007386"
"SYNTH005","1742493243371","2025-03-20T17:54:03.785099","1.09665","-0.69067","1.28425","1.82455","-3.6288","-28.271","-36.946","-18.545","-5.414","0.00723"
"SYNTH005","1742493243371","2025-03-20T17:54:03.802361","0.31295","1.01116","-1.75062","2.04574","337.694","149.989","-8.8","-8.594","11.503","0.004045"
"SYNTH005","1742493243371","2025-03-20T17:54:03.807998","0.35005","2.02625","-0.6249","2.14912","18.3413","107.14","-9.374","-5.087","24.162","0.005637"
"SYNTH005","1742493243371","2025-03-20T17:54:03.812926","-2.18908","-0.02704","0.10177","2.19161","8.6225","-14.879","87.246","-20.744","-16.183","0.004928"
"SYNTH005","1742493243371","2025-03-20T17:54:03.828352","0.80346","0.09912","-1.71779","1.89899","58.2897","176.698","-25.03","8.763","-0.956","0.004692"
"SYNTH005","1742493243371","2025-03-20T17:54:03.855174","0.09143","1.26868","1.57346","2.02329","202.1137","38.879","-2.59","-8.952","17.768","0.007836"
"SYNTH005","1742493243371","2025-03-20T17:54:03.862767","0.00069","-2.06843","-0.44561","2.11589","409.3596","-102.158","-0.019","24.361","-19.541","0.004149"
"SYNTH005","1742493243371","2025-03-20T17:54:03.867826","-0.51108","0.7542","-2.01264","2.20924","18.4537","159.457","13.376","22.942","-0.094","0.005059"
"SYNTH005","1742493243371","2025-03-20T17:54:03.877078","-2.26714","-0.0686","-0.20565","2.27748","221.7653","-161.553","84.538","22.687","12.926","0.005497"
"SYNTH005","1742493243371","2025-03-20T17:54:03.892027","1.1185","-0.90036","-1.17165","1.85323","150.9038","-142.459","-37.124","-6.68","-4.295","0.007584"
"SYNTH005","1742493243371","2025-03-20T17:54:03.902769","0.2714","-1.59513","-0.24997","1.63725","238.9406","-98.906","-9.542","-5.862","15.12","0.004321"
"SYNTH005","1742493243371","2025-03-20T17:54:03.909715","1.737","-1.00222","-0.43502","2.05204","59.7152","-113.464","-57.831","16.373","-24.087","0.006946"
"SYNTH005","1742493243371","2025-03-20T17:54:03.930334","-0.95223","2.05718","0.4885","2.31892","296.9208","76.642","24.245","21.343","-23.971","0.004963"
"SYNTH005","1742493243371","2025-03-20T17:54:03.943300","1.29391","1.05497","-1.09549","1.99681","82.3473","136.08","-40.39","-10.257","-17.281","0.007831"
"SYNTH005","1742493243371","2025-03-20T17:54:03.976093","-1.08231","1.22461","-0.51551","1.71371","98.2677","112.829","39.165","1.194","15.666","0.007572"
"SYNTH005","1742493243371","2025-03-20T17:54:03.991015","0.02217","-2.13688","0.10587","2.13962","184.6773","-87.164","-0.594","23.8","18.32","0.003961"
"SYNTH005","1742493243371","2025-03-20T17:54:04.003648","-1.68477","-0.45023","-0.20028","1.75536","79.2326","-113.981","73.697","9.168","15.088","0.005652"
"SYNTH005","1742493243371","2025-03-20T17:54:04.019563","0.92393","-2.62498","-0.97638","2.94915","484.6279","-110.403","-18.257","6.055","7.871","0.004799"
"SYNTH005","1742493243371","2025-03-20T17:54:04.032897","0.50811","2.02297","-0.16139","2.09204","85.185","94.561","-14.057","-12.154","21.627","0.006081"
"SYNTH005","1742493243371","2025-03-20T17:54:04.038830","0.30855","1.82069","-0.30232","1.87123","-37.2176","99.428","-9.491","22.022","24.646","0.005933"
"SYNTH006","1741003597255","2025-03-03T12:06:37.271395","1.22755","-0.28472","1.06638","1.65079","103.2109","-14.949","-48.04","10.583","24.021","0.005869"
"SYNTH006","1741003597255","2025-03-03T12:06:37.320533","-0.42239","-0.37613","1.91563","1.99738","110.034","-11.109","12.209","2.698","8.438","0.007115"
"SYNTH006","1741003597255","2025-03-03T12:06:37.342503","-0.15376","1.64252","0.05677","1.65067","65.5198","88.02","5.345","13.413","-14.128","0.005055"
"SYNTH006","1741003597255","2025-03-03T12:06:37.366838","-0.66131","0.14325","2.1359","2.24052","171.7961","3.837","17.167","9.796","-4.472","0.004244"
"SYNTH006","1741003597255","2025-03-03T12:06:37.373490","-2.04286","-0.23446","0.75472","2.1904","-7.5337","-17.258","68.851","21.725","-18.738","0.006652"
"SYNTH006","1741003597255","2025-03-03T12:06:37.383060","-1.34632","0.02913","1.30805","1.87734","185.7277","1.276","45.819","-20.608","7.591","0.00305"
"SYNTH006","1741003597255","2025-03-03T12:06:37.416040","-1.55253","0.44463","0.31448","1.64528","117.0336","54.729","70.67","10.547","-1.092","0.007761"
"SYNTH006","1741003597255","2025-03-03T12:06:37.427095","1.6796","0.39586","0.23457","1.74149","41.3632","59.35","-74.679","-21.934","0.491","0.005931"
"SYNTH006","1741003597255","2025-03-03T12:06:37.432551","-0.75901","1.90175","0.38086","2.08274","62.5424","78.675","21.372","14.786","-9.793","0.005456"
"SYNTH006","1741003597255","2025-03-03T12:06:37.455117","-0.18325","-0.3905","1.60145","1.65853","127.174","-13.704","6.344","-14.21","-10.796","0.007307"
"SYNTH006","1741003597255","2025-03-03T12:06:37.459390","-1.05094","-2.09964","-1.49989","2.78615","263.8718","-125.54","22.16","15.573","-23.562","0.004273"
"SYNTH006","1741003597255","2025-03-03T12:06:37.487018","0.77355","-0.00329","-2.01804","2.16122","172.2703","-179.907","-20.973","1.757","12.697","0.006852"
"SYNTH006","1741003597255","2025-03-03T12:06:37.512582","0.64887","-1.35944","-0.91396","1.76194","83.9084","-123.913","-21.609","4.834","-7.505","0.006731"
"SYNTH006","1741003597255","2025-03-03T12:06:37.523240","-1.64854","0.00845","0.40091","1.69661","179.9085","1.208","76.328","-22.739","-17.15","0.003747"
"SYNTH006","1741003597255","2025-03-03T12:06:37.544482","2.28767","-0.19601","-0.25491","2.31016","210.3994","-142.442","-81.999","1.431","-21.096","0.006474"
"SYNTH006","1741003597255","2025-03-03T12:06:37.575458","-1.27988","-0.92286","-1.02249","1.88023","48.8972","-137.932","42.899","8.519","-3.193","0.006118"
"SYNTH006","1741003597255","2025-03-03T12:06:37.598024","-1.85223","1.38079","0.42966","2.34988","306.2398","72.716","52.02","-12.619","-20.417","0.003719"
"SYNTH006","1741003597255","2025-03-03T12:06:37.620969","2.51296","-0.93038","0.07361","2.68067","228.6926","-85.476","-69.625","-8.619","-21.881","0.005043"
"SYNTH006","1741003597255","2025-03-03T12:06:37.627892","1.63625","-1.1906","-0.90143","2.21527","-67.2227","-127.13","-47.614","2.746","-1.533","0.006923"
"SYNTH006","1741003597255","2025-03-03T12:06:37.637207","-1.30157","0.24939","-2.15629","2.53099","307.2977","173.403","30.948","8.13","19.473","0.0051"
"SYNTH006","1741003597255","2025-03-03T12:06:37.640513","2.31231","0.84182","-0.49137","2.50936","-6.5424","120.272","-67.143","5.701","-19.862","0.003306"
"SYNTH006","1741003597255","2025-03-03T12:06:37.645934","-0.65833","2.0935","-0.30262","2.21533","-54.2415","98.225","17.288","-19.674","7.464","0.005421"
"SYNTH006","1741003597255","2025-03-03T12:06:37.648949","1.03968","-0.01416","2.38177","2.59884","127.1986","-0.341","-23.582","-20.925","-23.458","0.003015"
"SYNTH006","1741003597255","2025-03-03T12:06:37.659351","-1.78832","2.08777","-0.89258","2.89026","487.5828","113.148","38.224","-1.935","16.435","0.005214"
"SYNTH006","1741003597255","2025-03-03T12:06:37.663377","-0.71489","-2.01667","-0.3559","2.16903","-179.13","-100.008","19.244","-10.903","-4.567","0.004026"
"SYNTH006","1741003597255","2025-03-03T12:06:37.699092","-0.62213","-1.1475","1.34753","1.87607","305.3032","-40.416","19.367","-2.052","2.889","0.004832"
"SYNTH006","1741003597255","2025-03-03T12:06:37.704600","0.38446","-0.05925","2.20866","2.24265","66.5564","-1.537","-9.871","20.384","-13.562","0.005508"
"SYNTH006","1741003597255","2025-03-03T12:06:37.711129","0.8977","1.7532","-0.27931","1.98937","457.4125","99.052","-26.824","-16.239","16.886","0.003021"
"SYNTH006","1741003597255","2025-03-03T12:06:37.732498","1.67026","-0.12884","0.81595","1.86337","72.8409","-8.973","-63.684","16.841","-23.953","0.00691"
"SYNTH006","1741003597255","2025-03-03T12:06:37.745192","-1.47579","-1.25449","1.26457","2.31319","135.7102","-44.771","39.642","-21.742","8.76","0.006578"
"SYNTH006","1741003597255","2025-03-03T12:06:37.750957","-0.53811","2.2615","-0.19557","2.33285","3.4096","94.943","13.336","9.881","9.58","0.005764"
"SYNTH006","1741003597255","2025-03-03T12:06:37.802708","-0.54688","0.62089","2.43896","2.57548","307.2784","14.283","12.26","-13.634","-1.138","0.005221"
"SYNTH006","1741003597255","2025-03-03T12:06:37.829773","1.49246","-0.96436","0.16605","1.78466","193.5203","-80.23","-56.749","-17.891","11.164","0.003536"
"SYNTH006","1741003597255","2025-03-03T12:06:37.846203","-1.22738","0.11104","-1.49704","1.93905","77.8123","175.758","39.27","-18.576","-23.859","0.004669"
"SYNTH006","1741003597255","2025-03-03T12:06:37.859276","-0.06228","0.12755","1.66131","1.66736","79.328","4.39","2.141","-1.47","12.04","0.007099"
"SYNTH006","1741003597255","2025-03-03T12:06:37.875007","-1.7588","0.43752","0.95314","2.04775","101.3191","24.657","59.193","-18.609","-18.673","0.005223"
"SYNTH006","1741003597255","2025-03-03T12:06:37.881112","0.24109","-1.0079","1.26758","1.6373","-67.2357","-38.49","-8.468","-18.741","5.541","0.006105"
"SYNTH006","1741003597255","2025-03-03T12:06:37.894430","1.00418","1.02553","-1.42055","2.01942","141.9095","144.174","-29.819","-8.184","-11.679","0.004692"
"SYNTH006","1741003597255","2025-03-03T12:06:37.898306","0.96798","0.35204","2.32072","2.53902","134.0375","8.626","-22.41","16.134","-19.722","0.003877"
"SYNTH006","1741003597255","2025-03-03T12:06:37.908610","1.48046","0.58956","0.4022","1.6435","18.3146","55.698","-64.263","-22.677","-24.352","0.004158"
"SYNTH006","1743590444245","2025-04-02T10:40:44.260129","-1.20926","1.21554","0.90678","1.93961","94.5163","53.278","38.569","4.336","-17.091","0.00479"
"SYNTH006","1743590444245","2025-04-02T10:40:44.274748","-1.03001","1.20475","1.92952","2.49707","377.4936","31.98","24.361","23.468","-24.431","0.003983"
"SYNTH006","1743590444245","2025-04-02T10:40:44.319418","-1.58566","-0.43148","0.17703","1.65283","81.4648","-67.692","73.61","9.53","-23.885","0.007689"
"SYNTH006","1743590444245","2025-04-02T10:40:44.323423","1.7237","0.34365","0.25127","1.77549","30.6331","53.826","-76.127","11.249","5.823","0.004004"
"SYNTH006","1743590444245","2025-04-02T10:40:44.328920","-0.37518","-1.08714","1.72105","2.06994","53.5647","-32.279","10.443","15.623","0.208","0.005497"
"SYNTH006","1743590444245","2025-04-02T10:40:44.345246","0.3578","2.15087","0.54663","2.2479","219.9321","75.74","-9.159","-18.774","-6.088","0.004765"
"SYNTH006","1743590444245","2025-04-02T10:40:44.352337","-1.16772","-0.13201","-1.30526","1.75633","-69.3218","-174.225","41.672","14.583","5.445","0.007091"
"SYNTH006","1743590444245","2025-04-02T10:40:44.366572","-1.04454","1.34191","-2.14356","2.73617","308.8776","147.953","22.442","11.436","-19.789","0.006903"
"SYNTH006","1743590444245","2025-04-02T10:40:44.382587","-0.2537","-1.5714","-0.99683","1.87812","167.9198","-122.389","7.763","-2.461","-19.962","0.003859"
"SYNTH006","1743590444245","2025-04-02T10:40:44.391474","0.26529","-0.4714","2.35551","2.41682","361.8026","-11.317","-6.302","-13.872","7.918","0.003424"
"SYNTH006","1743590444245","2025-04-02T10:40:44.396610","-1.69965","0.93514","0.81068","2.1025","-61.1911","49.078","53.94","11.603","11.883","0.005137"
"SYNTH006","1743590444245","2025-04-02T10:40:44.400828","0.90373","1.0586","-1.52695","2.06614","-8.62","145.267","-25.938","-20.848","17.919","0.004217"
"SYNTH006","1743590444245","2025-04-02T10:40:44.410997","0.54385","1.63109","-0.62027","1.82783","327.2906","110.821","-17.31","-17.634","6.607","0.003355"
"SYNTH006","1743590444245","2025-04-02T10:40:44.422474","-0.44839","-1.1689","-1.28163","1.79164","118.2921","-137.634","14.493","3.078","9.675","0.005492"
"SYNTH006","1743590444245","2025-04-02T10:40:44.426540","-1.56482","0.99855","-1.93365","2.68044","218.5923","152.688","35.718","3.201","-14.925","0.004066"
"SYNTH006","1743590444245","2025-04-02T10:40:44.440324","1.61516","0.7727","0.53323","1.86819","93.8518","55.391","-59.832","7.973","18.202","0.007756"
"SYNTH006","1743590444245","2025-04-02T10:40:44.451006","1.66314","1.7215","2.29633","3.31704","524.8181","36.858","-30.092","5.38","-8.814","0.004523"
"SYNTH006","1743590444245","2025-04-02T10:40:44.481297","1.51217","0.95106","-0.63428","1.89565","142.7791","123.7","-52.912","22.464","-10.932","0.006624"
"SYNTH006","1743590444245","2025-04-02T10:40:44.486238","2.00547","-0.73461","0.02155","2.13589","48.6245","-88.32","-69.874","-16.736","-12.071","0.004941"
"SYNTH006","1743590444245","2025-04-02T10:40:44.524274","-1.52924","-0.93789","-0.23287","1.80899","68.7445","-103.944","57.71","-22.665","24.348","0.004996"
"SYNTH006","1743590444245","2025-04-02T10:40:44.537582","-1.61952","-1.43569","-0.10527","2.16683","117.9545","-94.194","48.367","-6.728","-9.439","0.006103"
"SYNTH006","1743590444245","2025-04-02T10:40:44.574615","0.24632","-1.4185","0.98678","1.74544","47.1821","-55.176","-8.113","-18.165","-2.36","0.006004"
"SYNTH006","1743590444245","2025-04-02T10:40:44.580906","-1.09807","1.84028","-0.42445","2.18461","69.8092","102.988","30.175","2.448","-7.723","0.006291"
"SYNTH006","1743590444245","2025-04-02T10:40:44.586466","0.19419","3.10214","1.08751","3.29297","199.3301","70.681","-3.381","-5.532","-6.056","0.00556"
"SYNTH006","1743590444245","2025-04-02T10:40:44.590991","1.12899","-0.59169","1.14335","1.7123","-349.3495","-27.362","-41.25","-24.965","4.614","0.004525"
"SYNTH006","1743590444245","2025-04-02T10:40:44.624993","0.49435","1.72878","-0.02893","1.7983","176.8478","90.959","-15.956","10.07","15.877","0.004223"
"SYNTH006","1743590444245","2025-04-02T10:40:44.640553","0.55557","0.36044","1.9936","2.10072","228.8438","10.248","-15.335","13.207","-21.275","0.004296"
"SYNTH006","1743590444245","2025-04-02T10:40:44.647427","0.9765","0.92172","-1.55749","2.05643","-6.4431","149.383","-28.35","17.746","22.83","0.006874"
"SYNTH006","1743590444245","2025-04-02T10:40:44.669506","-2.17791","-0.42381","0.85165","2.3766","150.2852","-26.456","66.405","-22.814","1.777","0.007851"
"SYNTH006","1743590444245","2025-04-02T10:40:44.674779","0.52235","-0.01505","-1.7045","1.78281","-112.6207","-179.494","-17.037","2.998","-15.175","0.005272"
"SYNTH006","1743590444245","2025-04-02T10:40:44.686550","1.18672","-1.15381","-0.78629","1.83244","114.4235","-124.273","-40.362","17.407","14.9","0.004159"
"SYNTH006","1743590444245","2025-04-02T10:40:44.706614","0.89111","-0.98018","1.83488","2.2631","503.2519","-28.111","-23.189","16.138","-18.587","0.00358"
"SYNTH006","1743590444245","2025-04-02T10:40:44.709861","0.69843","0.03171","1.58533","1.73265","-163.3697","1.146","-23.772","-16.287","-0.222","0.003247"
"SYNTH006","1743590444245","2025-04-02T10:40:44.718306","-1.07605","-0.85843","-2.02584","2.44924","329.9388","-157.036","26.062","-8.763","10.708","0.003807"
"SYNTH006","1743590444245","2025-04-02T10:40:44.738842","0.31729","0.08247","-2.01216","2.03869","140.5124","177.653","-8.954","-19.527","0.419","0.006427"
"SYNTH006","1743590444245","2025-04-02T10:40:44.746689","0.12145","1.25643","1.62587","2.05835","2.5052","37.696","-3.383","-4.146","16.212","0.007847"
"SYNTH006","1743590444245","2025-04-02T10:40:44.757798","-1.24931","1.04824","-0.41068","1.68174","148.4472","111.394","47.976","10.249","-1.559","0.004278"
"SYNTH006","1743590444245","2025-04-02T10:40:44.762980","2.23037","-0.82121","0.29855","2.39542","137.7111","-70.021","-68.606","-21.999","2.484","0.005183"
"SYNTH006","1743590444245","2025-04-02T10:40:44.767169","-0.83227","0.0916","-1.41021","1.64005","-180.3277","176.284","30.495","5.341","24.726","0.004189"
"SYNTH006","1743590444245","2025-04-02T10:40:44.791579","-0.9968","0.41957","-2.06412","2.33028","107.912","168.51","25.325","19.538","14.731","0.00756"
"SYNTH006","1743590444245","2025-04-02T10:40:44.802266","-1.02639","0.17509","-1.36537","1.71708","272.388","172.693","36.709","9.306","22.53","0.004893"
"SYNTH006","1743590444245","2025-04-02T10:40:44.833039","0.74662","1.79433","-0.75236","2.08401","174.6036","112.748","-20.993","1.876","-16.806","0.007093"
"SYNTH006","1743590444245","2025-04-02T10:40:44.847093","1.6498","0.41917","0.83631","1.89656","240.9083","26.62","-60.446","22.752","19.303","0.004264"
"SYNTH006","1743590444245","2025-04-02T10:40:44.859182","1.32925","-1.14197","-1.99885","2.65827","248.5627","-150.26","-30.003","-21.639","-24.918","0.006455"
