"id","sessionId","startTime","endTime","TapPressTime","TapReleaseTime","TapDuration","TapInitialGlobalLocationX","TapInitialGlobalLocationY","TapFinalGlobalLocationX","TapFinalGlobalLocationY","normalizedX","normalizedY","_targetSizeAre"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100784057","1741100784117","60","121.39","266.46","120.43","267.55","0.3035","0.3331","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100782154","1741100782232","78","317.37","660.98","316.93","661.78","0.7934","0.8262","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100782569","1741100782626","57","260.16","259.93","260.11","259.69","0.6504","0.3249","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100781416","1741100781483","67","58.82","399.16","57.37","398.92","0.147","0.499","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100782100","1741100782181","81","117.93","342.76","116.89","342.82","0.2948","0.4285","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100779346","1741100779430","84","25.74","419.0","25.09","418.83","0.0643","0.5238","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100780208","1741100780260","52","220.97","504.28","220.2","504.41","0.5524","0.6304","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100779327","1741100779404","77","207.8","490.43","207.0","490.09","0.5195","0.613","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100784255","1741100784333","78","31.63","416.92","31.09","416.7","0.0791","0.5211","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100781247","1741100781321","74","291.95","688.17","291.15","687.95","0.7299","0.8602","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100777678","1741100777722","44","153.85","559.62","153.44","560.37","0.3846","0.6995","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100786025","1741100786100","75","370.16","386.16","370.36","385.62","0.9254","0.4827","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100783076","1741100783148","72","223.58","457.36","222.92","456.59","0.559","0.5717","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100785687","1741100785764","77","117.25","636.33","118.0","635.92","0.2931","0.7954","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100785579","1741100785647","68","295.52","620.95","295.51","621.03","0.7388","0.7762","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100785375","1741100785426","51","326.0","546.56","326.08","548.61","0.815","0.6832","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100779409","1741100779445","36","43.06","551.06","42.69","551.01","0.1077","0.6888","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100785438","1741100785484","46","180.87","50.03","180.7","50.41","0.4522","0.0625","1660"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653761268","1738653761365","97","124.8","167.63","124.24","168.29","0.312","0.2095","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653759263","1738653759301","38","164.83","582.44","164.1","582.12","0.4121","0.728","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653759100","1738653759199","99","160.54","559.17","161.96","560.48","0.4014","0.699","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653767265","1738653767317","52","133.36","245.89","132.78","246.59","0.3334","0.3074","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653763090","1738653763149","59","87.05","227.16","88.51","227.09","0.2176","0.2839","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653765468","1738653765571","103","267.2","398.67","266.48","398.96","0.668","0.4983","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653767258","1738653767345","87","171.85","739.31","172.95","739.49","0.4296","0.9241","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653767145","1738653767236","91","266.09","639.07","264.78","640.46","0.6652","0.7988","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653765144","1738653765207","63","308.73","368.95","309.53","368.57","0.7718","0.4612","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653763403","1738653763466","63","115.81","501.2","115.81","501.1","0.2895","0.6265","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653766687","1738653766786","99","168.18","692.0","168.51","690.47","0.4205","0.865","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653763721","1738653763798","77","247.59","258.04","246.81","258.21","0.619","0.3225","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653767603","1738653767687","84","340.68","152.59","340.51","152.47","0.8517","0.1907","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653758761","1738653758878","117","27.91","165.2","27.68","164.16","0.0698","0.2065","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653762798","1738653762878","80","228.33","589.22","229.28","588.3","0.5708","0.7365","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653764465","1738653764558","93","183.05","266.15","182.21","266.54","0.4576","0.3327","1533"
"SYNTH005","1738653758761","2025-02-04T07:22:38.761000","2025-02-04T07:22:48.761000","1738653764578","1738653764647","69","48.2","409.46","48.57","409.11","0.1205","0.5118","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045979966","1738045980046","80","171.44","172.18","171.22","172.69","0.4286","0.2152","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045982091","1738045982222","131","82.55","417.27","82.51","417.71","0.2064","0.5216","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045975659","1738045975742","83","135.16","507.78","134.74","508.04","0.3379","0.6347","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045978192","1738045978288","96","268.85","512.12","267.73","512.27","0.6721","0.6402","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045983679","1738045983811","132","161.46","77.65","161.26","76.96","0.4036","0.0971","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045981442","1738045981505","63","291.32","44.06","289.61","44.09","0.7283","0.0551","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045982818","1738045982867","49","235.63","256.01","236.38","256.05","0.5891","0.32","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045977556","1738045977614","58","29.44","313.48","30.3","313.6","0.0736","0.3919","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045981610","1738045981674","64","123.08","301.74","122.84","301.53","0.3077","0.3772","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045975279","1738045975362","83","169.03","675.5","169.12","675.99","0.4226","0.8444","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045979033","1738045979085","52","134.09","553.84","134.87","554.01","0.3352","0.6923","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045982188","1738045982256","68","346.6","506.04","346.28","507.22","0.8665","0.6326","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045974847","1738045974901","54","313.99","343.72","313.73","344.0","0.785","0.4297","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045977703","1738045977769","66","161.23","329.36","162.24","329.78","0.4031","0.4117","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045981943","1738045982032","89","170.99","283.25","171.82","285.62","0.4275","0.3541","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045978002","1738045978084","82","250.84","630.14","250.93","630.72","0.6271","0.7877","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045980755","1738045980845","90","235.54","521.17","235.28","520.23","0.5888","0.6515","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045982853","1738045982940","87","236.73","710.02","236.01","707.67","0.5918","0.8875","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045977387","1738045977497","110","360.27","706.14","360.81","706.83","0.9007","0.8827","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045975210","1738045975271","61","99.63","224.36","99.47","224.65","0.2491","0.2805","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045978154","1738045978208","54","269.28","433.59","270.04","433.41","0.6732","0.542","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045977428","1738045977518","90","265.08","109.87","265.73","110.52","0.6627","0.1373","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045978764","1738045978848","84","36.15","439.46","37.07","439.63","0.0904","0.5493","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045979538","1738045979631","93","155.84","43.39","156.44","41.88","0.3896","0.0542","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045979888","1738045979952","64","61.24","273.75","60.93","273.24","0.1531","0.3422","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045979234","1738045979311","77","123.15","281.23","123.47","281.82","0.3079","0.3515","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045977733","1738045977844","111","145.45","357.18","145.64","356.77","0.3636","0.4465","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045978791","1738045978856","65","63.62","280.77","64.28","280.54","0.1591","0.351","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045977118","1738045977214","96","274.37","746.92","273.04","746.4","0.6859","0.9336","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045978303","1738045978358","55","311.01","443.96","312.44","444.08","0.7775","0.555","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045982185","1738045982273","88","269.81","632.35","270.2","631.15","0.6745","0.7904","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045983438","1738045983499","61","223.31","45.29","223.15","45.16","0.5583","0.0566","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045978359","1738045978458","99","148.88","756.34","148.0","755.86","0.3722","0.9454","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045981165","1738045981215","50","91.22","487.35","90.38","486.58","0.228","0.6092","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045979705","1738045979767","62","351.6","609.41","349.99","609.22","0.879","0.7618","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045979402","1738045979466","64","317.23","561.61","318.13","561.7","0.7931","0.702","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045981301","1738045981376","75","294.62","236.42","294.71","237.0","0.7365","0.2955","1533"
"SYNTH005","1738045974201","2025-01-28T06:32:54.201000","2025-01-28T06:33:04.201000","1738045981272","1738045981350","78","77.22","672.77","77.09","673.24","0.193","0.841","1533"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683161688","1742683161750","62","156.7","467.51","155.33","468.22","0.3918","0.5844","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683157570","1742683157654","84","221.66","197.13","220.91","196.81","0.5541","0.2464","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683162167","1742683162253","86","277.61","395.55","278.06","396.68","0.694","0.4944","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683157871","1742683157949","78","365.67","480.5","365.35","480.52","0.9142","0.6006","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683163791","1742683163901","110","54.52","214.96","53.46","215.37","0.1363","0.2687","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683159786","1742683159816","30","295.82","224.28","296.95","224.25","0.7395","0.2804","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683163343","1742683163398","55","60.89","326.06","61.25","326.01","0.1522","0.4076","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683157424","1742683157500","76","268.19","159.7","267.0","160.05","0.6705","0.1996","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683155050","1742683155109","59","173.49","306.92","173.95","307.42","0.4337","0.3837","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683157424","1742683157501","77","282.63","325.65","283.84","326.19","0.7066","0.4071","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683160107","1742683160202","95","224.64","288.24","226.47","288.31","0.5616","0.3603","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683155974","1742683156066","92","323.85","619.01","322.8","618.27","0.8096","0.7738","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683157053","1742683157139","86","181.85","376.04","180.77","374.49","0.4546","0.47","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683159519","1742683159602","83","277.29","54.24","276.68","55.27","0.6932","0.0678","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683156538","1742683156619","81","227.48","234.95","225.75","234.99","0.5687","0.2937","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683155989","1742683156057","68","228.69","539.51","228.29","538.98","0.5717","0.6744","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683162309","1742683162389","80","193.31","596.66","192.72","597.56","0.4833","0.7458","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683160596","1742683160660","64","194.84","514.83","196.2","513.39","0.4871","0.6435","1727"
"SYNTH005","1742683154984","2025-03-22T22:39:14.984000","2025-03-22T22:39:24.984000","1742683156962","1742683157033","71","88.86","261.75","88.87","262.45","0.2221","0.3272","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413586647","1738413586710","63","293.4","338.3","292.95","338.51","0.7335","0.4229","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413585913","1738413585984","71","218.82","623.15","218.93","622.88","0.5471","0.7789","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413583165","1738413583248","83","375.38","131.3","375.09","131.11","0.9385","0.1641","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413587744","1738413587802","58","375.13","265.89","374.71","265.97","0.9378","0.3324","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413589031","1738413589110","79","134.08","562.93","134.62","563.14","0.3352","0.7037","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413589649","1738413589748","99","364.52","80.27","363.22","79.9","0.9113","0.1003","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413584963","1738413585013","50","68.16","538.0","67.93","539.31","0.1704","0.6725","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413585198","1738413585258","60","377.41","198.88","378.08","198.94","0.9435","0.2486","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413589749","1738413589853","104","63.92","347.3","64.14","348.13","0.1598","0.4341","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413581905","1738413581994","89","273.09","576.23","272.33","574.98","0.6827","0.7203","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413587151","1738413587217","66","96.33","538.8","96.38","539.28","0.2408","0.6735","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413590615","1738413590677","62","189.22","226.71","188.3","226.97","0.473","0.2834","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413588810","1738413588872","62","247.04","213.29","246.28","214.1","0.6176","0.2666","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413584158","1738413584245","87","141.97","396.48","143.4","397.2","0.3549","0.4956","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413587602","1738413587713","111","375.91","142.42","376.74","143.82","0.9398","0.178","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413585479","1738413585574","95","215.63","341.21","216.19","340.3","0.5391","0.4265","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413588177","1738413588263","86","366.5","100.65","367.33","100.41","0.9163","0.1258","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413587936","1738413588027","91","308.82","116.25","307.82","115.91","0.7721","0.1453","1727"
"SYNTH006","1738413581829","2025-02-01T12:39:41.829000","2025-02-01T12:39:51.829000","1738413583427","1738413583522","95","69.97","91.76","69.35","90.11","0.1749","0.1147","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775735876","1736775735952","76","118.51","618.87","118.81","619.74","0.2963","0.7736","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775738098","1736775738176","78","276.41","121.76","276.79","122.33","0.691","0.1522","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775733344","1736775733403","59","65.28","227.33","65.9","227.57","0.1632","0.2842","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775737870","1736775737951","81","65.94","724.89","65.4","725.43","0.1648","0.9061","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775740031","1736775740136","105","273.25","398.44","273.14","396.78","0.6831","0.4981","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775740594","1736775740690","96","335.11","395.37","336.06","396.17","0.8378","0.4942","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775735345","1736775735427","82","247.73","206.86","247.64","204.65","0.6193","0.2586","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775733561","1736775733642","81","206.02","106.43","205.78","105.84","0.515","0.133","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775738037","1736775738126","89","150.86","320.87","151.65","320.4","0.3771","0.4011","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775739851","1736775739903","52","67.57","343.33","68.15","343.08","0.1689","0.4292","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775736747","1736775736851","104","148.34","381.88","148.93","381.4","0.3709","0.4773","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775732915","1736775733006","91","246.25","653.02","246.89","653.53","0.6156","0.8163","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775738558","1736775738607","49","373.07","688.78","372.45","687.6","0.9327","0.861","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775740576","1736775740665","89","75.46","576.93","76.85","577.47","0.1886","0.7212","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775740003","1736775740033","30","208.02","325.68","207.23","325.47","0.5201","0.4071","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775734127","1736775734221","94","88.88","224.5","89.07","223.64","0.2222","0.2806","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775733409","1736775733480","71","39.79","686.79","40.21","686.44","0.0995","0.8585","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775737401","1736775737473","72","167.02","284.7","164.94","282.92","0.4175","0.3559","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775733433","1736775733515","82","192.65","329.8","193.74","329.53","0.4816","0.4123","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775733890","1736775733943","53","147.3","330.29","146.32","331.61","0.3683","0.4129","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775735436","1736775735486","50","245.3","431.89","244.0","432.05","0.6133","0.5399","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775733666","1736775733737","71","156.89","393.05","155.42","392.61","0.3922","0.4913","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775739708","1736775739778","70","87.43","224.39","88.18","223.96","0.2186","0.2805","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775732205","1736775732313","108","249.21","756.73","250.02","755.39","0.623","0.9459","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775737921","1736775738007","86","366.44","648.3","366.15","647.66","0.9161","0.8104","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775739598","1736775739678","80","308.67","130.23","309.36","129.59","0.7717","0.1628","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775732498","1736775732565","67","227.14","143.86","226.84","145.49","0.5678","0.1798","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775736113","1736775736173","60","214.54","648.59","214.4","649.3","0.5363","0.8107","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775734775","1736775734851","76","52.75","410.73","51.45","409.8","0.1319","0.5134","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775737768","1736775737865","97","115.77","652.6","115.82","652.19","0.2894","0.8157","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775736588","1736775736640","52","69.05","522.83","67.83","523.33","0.1726","0.6535","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775739291","1736775739388","97","62.41","186.89","62.45","186.62","0.156","0.2336","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775736776","1736775736859","83","339.16","404.38","339.98","405.18","0.8479","0.5055","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775734566","1736775734641","75","325.62","243.34","326.18","243.23","0.814","0.3042","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775740827","1736775740930","103","196.72","406.75","195.38","405.33","0.4918","0.5084","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775734539","1736775734633","94","334.37","281.58","334.17","282.25","0.8359","0.352","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775732714","1736775732805","91","356.09","86.4","356.1","86.53","0.8902","0.108","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775737978","1736775738035","57","219.84","422.14","220.23","421.6","0.5496","0.5277","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775735811","1736775735891","80","371.27","652.71","371.19","653.82","0.9282","0.8159","1727"
"SYNTH006","1736775731878","2025-01-13T13:42:11.878000","2025-01-13T13:42:21.878000","1736775740491","1736775740541","50","225.34","580.02","225.44","579.77","0.5634","0.725","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195313876","1741195313962","86","128.64","143.59","127.18","142.89","0.3216","0.1795","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195311806","1741195311839","33","168.37","529.39","169.46","529.01","0.4209","0.6617","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195309318","1741195309366","48","379.91","722.23","379.53","721.55","0.9498","0.9028","1727"
